Circle_ID,Circle_X,Circle_Y,Circle_Radius,Text,BoundingBox
36,1928,592,73,HS,"[(53, 20), (94, 20), (94, 47), (53, 47)]"
36,1928,592,73,298P,"[(38, 66), (107, 67), (107, 98), (38, 97)]"
36,1928,592,73,02,"[(55, 105), (90, 105), (90, 132), (55, 132)]"
37,2152,592,73,ХА,"[(52, 20), (98, 21), (97, 49), (51, 48)]"
37,2152,592,73,298P,"[(38, 69), (108, 70), (108, 96), (38, 95)]"
37,2152,592,73,53,"[(56, 105), (90, 105), (90, 130), (56, 130)]"
38,4522,968,73,PI,"[(60, 21), (91, 21), (91, 47), (60, 47)]"
38,4522,968,73,298P,"[(38, 69), (108, 69), (108, 94), (38, 94)]"
38,4522,968,73,18,"[(57, 106), (87, 106), (87, 131), (57, 131)]"
39,4972,968,73,PI,"[(60, 21), (91, 21), (91, 47), (60, 47)]"
39,4972,968,73,298P,"[(38, 69), (108, 70), (108, 96), (38, 95)]"
39,4972,968,73,16,"[(57, 106), (89, 106), (89, 132), (57, 132)]"
40,2378,592,73,ХА,"[(50, 20), (97, 20), (97, 48), (50, 48)]"
40,2378,592,73,298P,"[(36, 69), (106, 70), (106, 95), (36, 94)]"
40,2378,592,73,52,"[(55, 105), (91, 105), (91, 131), (55, 131)]"
41,4282,968,73,LI,"[(62, 22), (85, 22), (85, 48), (62, 48)]"
41,4282,968,73,298P,"[(37, 67), (108, 66), (108, 94), (37, 95)]"
41,4282,968,73,01,"[(55, 106), (87, 106), (87, 132), (55, 132)]"
42,1208,2642,75,PIT,"[(50, 16), (96, 16), (96, 42), (50, 42)]"
42,1208,2642,75,298P,"[(37, 60), (109, 59), (109, 86), (37, 87)]"
42,1208,2642,75,17,"[(57, 101), (92, 101), (92, 125), (57, 125)]"
43,7208,4262,75,TE,"[(56, 15), (94, 15), (94, 42), (56, 42)]"
43,7208,4262,75,298P,"[(37, 60), (109, 60), (109, 86), (37, 86)]"
43,7208,4262,75,05,"[(56, 100), (91, 100), (91, 126), (56, 126)]"
43,7208,4262,75,50,"[(60, 89), (86, 89), (86, 144), (60, 144)]"
44,4860,578,75,PSAL,"[(38, 25), (114, 26), (114, 52), (38, 51)]"
44,4860,578,75,298P,"[(39, 72), (110, 72), (110, 98), (39, 98)]"
44,4860,578,75,09,"[(58, 109), (92, 109), (92, 136), (58, 136)]"
45,6984,4262,75,TW,"[(50, 16), (93, 16), (93, 41), (50, 41)]"
45,6984,4262,75,298P,"[(36, 61), (108, 61), (108, 87), (36, 87)]"
45,6984,4262,75,05,"[(55, 101), (90, 101), (90, 126), (55, 126)]"
46,6868,970,73,ΡΙΑ,"[(47, 20), (97, 20), (97, 47), (47, 47)]"
46,6868,970,73,298P,"[(36, 68), (108, 68), (108, 94), (36, 94)]"
46,6868,970,73,01,"[(54, 106), (86, 106), (86, 132), (54, 132)]"
47,1598,940,73,XTGA,"[(29, 19), (117, 19), (117, 46), (29, 46)]"
47,1598,940,73,298P,"[(36, 66), (107, 65), (107, 92), (36, 93)]"
47,1598,940,73,01,"[(56, 105), (88, 105), (88, 131), (56, 131)]"
48,3262,970,73,SZIL,"[(43, 20), (106, 20), (106, 45), (43, 45)]"
48,3262,970,73,298P,"[(37, 66), (107, 66), (107, 93), (37, 93)]"
48,3262,970,73,04,"[(56, 105), (90, 105), (90, 131), (56, 131)]"
49,3458,970,73,SZIH,"[(39, 20), (108, 20), (108, 47), (39, 47)]"
49,3458,970,73,298P,"[(36, 67), (108, 67), (108, 93), (36, 93)]"
49,3458,970,73,95,"[(57, 141), (57, 79), (86, 79), (86, 141)]"
49,3458,970,73,05,"[(55, 105), (88, 105), (88, 131), (55, 131)]"
50,5272,580,73,PSAH,"[(34, 21), (112, 21), (112, 46), (34, 46)]"
50,5272,580,73,298P,"[(38, 68), (108, 68), (108, 93), (38, 93)]"
50,5272,580,73,05A,"[(46, 105), (103, 104), (104, 132), (47, 133)]"
51,5288,2732,75,SZSL,"[(36, 14), (112, 14), (112, 42), (36, 42)]"
51,5288,2732,75,298P,"[(37, 60), (109, 60), (109, 86), (37, 86)]"
51,5288,2732,75,63,"[(60, 138), (58, 81), (86, 80), (88, 137)]"
51,5288,2732,75,03,"[(56, 100), (90, 100), (90, 126), (56, 126)]"
52,6022,3792,75,TI,"[(62, 12), (91, 12), (91, 41), (62, 41)]"
52,6022,3792,75,298P,"[(40, 57), (109, 57), (109, 86), (40, 86)]"
52,6022,3792,75,60,"[(64, 135), (64, 74), (89, 74), (89, 135)]"
52,6022,3792,75,02,"[(58, 98), (91, 98), (91, 123), (58, 123)]"
53,1282,3938,75,PIT,"[(51, 16), (97, 16), (97, 42), (51, 42)]"
53,1282,3938,75,298P,"[(38, 61), (109, 61), (109, 87), (38, 87)]"
53,1282,3938,75,09,"[(57, 102), (91, 102), (91, 126), (57, 126)]"
54,6332,582,73,ΤΙ,"[(58, 18), (86, 18), (86, 47), (58, 47)]"
54,6332,582,73,298P,"[(36, 67), (106, 67), (106, 93), (36, 93)]"
54,6332,582,73,06,"[(55, 104), (90, 104), (90, 131), (55, 131)]"
55,3150,592,73,PA,"[(53, 21), (98, 21), (98, 46), (53, 46)]"
55,3150,592,73,298P,"[(37, 69), (108, 69), (108, 95), (37, 95)]"
55,3150,592,73,13,"[(59, 105), (89, 105), (89, 131), (59, 131)]"
56,3570,592,73,PA,"[(53, 21), (97, 21), (97, 47), (53, 47)]"
56,3570,592,73,298P,"[(38, 67), (109, 68), (109, 95), (38, 94)]"
56,3570,592,73,14,"[(58, 106), (90, 106), (90, 131), (58, 131)]"
57,4740,968,73,ΡΙ,"[(59, 20), (89, 20), (89, 48), (59, 48)]"
57,4740,968,73,298P,"[(38, 67), (109, 68), (109, 95), (38, 94)]"
57,4740,968,73,15,"[(58, 106), (90, 106), (90, 131), (58, 131)]"
58,1552,2872,75,TW,"[(51, 18), (97, 18), (97, 43), (51, 43)]"
58,1552,2872,75,298P,"[(38, 62), (109, 62), (109, 89), (38, 89)]"
58,1552,2872,75,07,"[(57, 102), (91, 102), (91, 127), (57, 127)]"
59,7736,970,75,PSAH,"[(33, 23), (114, 24), (114, 51), (33, 50)]"
59,7736,970,75,298P,"[(37, 71), (108, 72), (108, 98), (37, 97)]"
59,7736,970,75,11,"[(57, 108), (86, 108), (86, 133), (57, 133)]"
60,1446,2742,75,TIT,"[(53, 12), (102, 12), (102, 38), (53, 38)]"
60,1446,2742,75,298P,"[(39, 56), (110, 55), (110, 83), (39, 84)]"
60,1446,2742,75,07,"[(57, 97), (93, 97), (93, 123), (57, 123)]"
61,5606,1772,75,XFAB,"[(33, 27), (121, 28), (121, 58), (33, 57)]"
61,5606,1772,75,298P,"[(38, 80), (115, 80), (115, 108), (38, 108)]"
61,5606,1772,75,.01,"[(49, 116), (91, 116), (91, 146), (49, 146)]"
61,5606,1772,75,.,"[(96, 116), (100, 116), (100, 145), (96, 145)]"
62,3172,4016,75,PIT,"[(52, 14), (99, 14), (99, 40), (52, 40)]"
62,3172,4016,75,298P,"[(38, 59), (110, 59), (110, 85), (38, 85)]"
62,3172,4016,75,15,"[(59, 99), (91, 99), (91, 125), (59, 125)]"
63,1498,5656,75,TW,"[(53, 17), (99, 17), (99, 42), (53, 42)]"
63,1498,5656,75,298P,"[(40, 60), (110, 58), (111, 85), (41, 87)]"
63,1498,5656,75,08,"[(59, 101), (94, 101), (94, 126), (59, 126)]"
63,1498,5656,75,80,"[(87, 91), (87, 147), (63, 147), (63, 91)]"
64,1816,940,73,XI,"[(57, 20), (88, 20), (88, 46), (57, 46)]"
64,1816,940,73,298P,"[(36, 67), (107, 67), (107, 93), (36, 93)]"
64,1816,940,73,01,"[(56, 104), (86, 104), (86, 131), (56, 131)]"
65,2040,940,73,ΤΙ,"[(59, 20), (86, 20), (86, 47), (59, 47)]"
65,2040,940,73,298P,"[(37, 67), (109, 67), (109, 94), (37, 94)]"
65,2040,940,73,07,"[(56, 105), (91, 105), (91, 130), (56, 130)]"
66,4096,970,73,SZIL,"[(40, 20), (102, 19), (102, 46), (40, 47)]"
66,4096,970,73,298P,"[(36, 67), (108, 67), (108, 94), (36, 94)]"
66,4096,970,73,08,"[(55, 104), (89, 104), (89, 131), (55, 131)]"
66,4096,970,73,80,"[(83, 95), (84, 145), (60, 145), (59, 95)]"
67,5378,970,73,PSAH,"[(33, 20), (114, 20), (114, 46), (33, 46)]"
67,5378,970,73,298P,"[(36, 67), (108, 67), (108, 93), (36, 93)]"
67,5378,970,73,05B,"[(45, 105), (99, 105), (99, 131), (45, 131)]"
68,6108,580,73,ZIH,"[(49, 19), (99, 20), (98, 47), (48, 46)]"
68,6108,580,73,298P,"[(37, 67), (107, 67), (107, 92), (37, 92)]"
68,6108,580,73,02,"[(56, 105), (91, 105), (91, 131), (56, 131)]"
69,6222,970,73,ZIL,"[(51, 19), (95, 18), (95, 46), (51, 47)]"
69,6222,970,73,298P,"[(37, 66), (107, 66), (107, 93), (37, 93)]"
69,6222,970,73,02,"[(55, 105), (91, 105), (91, 131), (55, 131)]"
70,1122,5746,75,PIT,"[(54, 16), (100, 16), (100, 42), (54, 42)]"
70,1122,5746,75,298P,"[(41, 60), (112, 58), (113, 85), (42, 87)]"
70,1122,5746,75,07,"[(60, 101), (95, 101), (95, 126), (60, 126)]"
71,1348,5746,75,TIT,"[(54, 14), (101, 13), (101, 43), (54, 44)]"
71,1348,5746,75,298P,"[(40, 60), (110, 58), (111, 86), (41, 88)]"
71,1348,5746,75,08,"[(59, 101), (94, 101), (94, 127), (59, 127)]"
71,1348,5746,75,80,"[(87, 91), (87, 147), (63, 147), (63, 91)]"
72,1948,2642,75,PIT,"[(53, 16), (100, 16), (100, 41), (53, 41)]"
72,1948,2642,75,298P,"[(41, 59), (110, 58), (110, 86), (41, 87)]"
72,1948,2642,75,04,"[(59, 100), (95, 100), (95, 126), (59, 126)]"
73,3990,580,73,ΡΙ,"[(59, 20), (89, 20), (89, 48), (59, 48)]"
73,3990,580,73,298P,"[(37, 68), (109, 68), (109, 95), (37, 95)]"
73,3990,580,73,04,"[(56, 106), (90, 106), (90, 132), (56, 132)]"
74,4410,580,73,PI,"[(60, 19), (89, 19), (89, 47), (60, 47)]"
74,4410,580,73,298P,"[(37, 67), (108, 67), (108, 93), (37, 93)]"
74,4410,580,73,07,"[(56, 105), (91, 105), (91, 130), (56, 130)]"
75,1056,712,73,ZIH,"[(49, 23), (97, 23), (97, 49), (49, 49)]"
75,1056,712,73,298P,"[(38, 69), (108, 70), (108, 96), (38, 95)]"
75,1056,712,73,01,"[(55, 106), (87, 106), (87, 133), (55, 133)]"
76,2944,3286,75,PI,"[(64, 16), (94, 16), (94, 44), (64, 44)]"
76,2944,3286,75,298P,"[(41, 60), (112, 58), (113, 85), (42, 87)]"
76,2944,3286,75,22,"[(60, 100), (96, 100), (96, 126), (60, 126)]"
77,6192,3706,75,TW,"[(55, 18), (100, 18), (100, 43), (55, 43)]"
77,6192,3706,75,298P,"[(40, 61), (111, 59), (112, 86), (41, 88)]"
77,6192,3706,75,02,"[(60, 102), (95, 102), (95, 127), (60, 127)]"
78,1708,5596,75,TI,"[(63, 16), (91, 16), (91, 43), (63, 43)]"
78,1708,5596,75,298P,"[(40, 60), (110, 60), (110, 87), (40, 87)]"
78,1708,5596,75,03,"[(59, 101), (95, 101), (95, 127), (59, 127)]"
79,1858,5506,75,TW,"[(53, 17), (99, 17), (99, 42), (53, 42)]"
79,1858,5506,75,298P,"[(40, 60), (111, 58), (112, 85), (41, 87)]"
79,1858,5506,75,03,"[(59, 101), (95, 101), (95, 127), (59, 127)]"
80,5472,2732,75,SZSH,"[(36, 14), (116, 13), (116, 41), (36, 42)]"
80,5472,2732,75,298P,"[(41, 60), (112, 59), (112, 86), (41, 87)]"
80,5472,2732,75,03,"[(60, 99), (95, 99), (95, 126), (60, 126)]"
81,6082,3942,75,PIT,"[(51, 12), (98, 12), (98, 40), (51, 40)]"
81,6082,3942,75,298P,"[(38, 56), (109, 57), (109, 85), (38, 84)]"
81,6082,3942,75,01,"[(58, 98), (88, 98), (88, 124), (58, 124)]"
82,6200,4044,76,PIT,"[(53, 17), (101, 17), (101, 44), (53, 44)]"
82,6200,4044,76,298P,"[(40, 61), (110, 61), (110, 87), (40, 87)]"
82,6200,4044,76,11,"[(60, 102), (92, 101), (93, 129), (61, 130)]"
83,5854,1774,75,XGAB,"[(28, 25), (118, 24), (118, 55), (28, 56)]"
83,5854,1774,75,298P,"[(35, 77), (112, 76), (112, 105), (35, 106)]"
83,5854,1774,75,01,"[(56, 114), (89, 114), (89, 144), (56, 144)]"
83,5854,1774,75,.,"[(96, 114), (100, 114), (100, 144), (96, 144)]"
84,3148,5746,75,PI,"[(62, 16), (91, 16), (91, 42), (62, 42)]"
84,3148,5746,75,298P,"[(40, 60), (110, 60), (110, 87), (40, 87)]"
84,3148,5746,75,25,"[(58, 101), (95, 101), (95, 127), (58, 127)]"
84,3148,5746,75,25,"[(89, 93), (89, 147), (61, 147), (61, 93)]"
85,1280,4164,75,PIT,"[(53, 15), (101, 15), (101, 41), (53, 41)]"
85,1280,4164,75,298P,"[(40, 59), (111, 58), (111, 85), (40, 86)]"
85,1280,4164,75,05A,"[(49, 99), (106, 98), (106, 126), (49, 127)]"
86,1280,4390,75,PIT,"[(54, 12), (103, 13), (102, 41), (53, 40)]"
86,1280,4390,75,298P,"[(40, 59), (112, 59), (112, 86), (40, 86)]"
86,1280,4390,75,05B,"[(49, 98), (103, 99), (102, 127), (48, 126)]"
87,4966,3840,75,PIT,"[(50, 14), (97, 14), (97, 40), (50, 40)]"
87,4966,3840,75,298P,"[(36, 58), (106, 58), (106, 85), (36, 85)]"
87,4966,3840,75,13,"[(59, 98), (89, 98), (89, 124), (59, 124)]"
88,1282,4612,75,PIT,"[(51, 17), (97, 16), (97, 44), (51, 45)]"
88,1282,4612,75,298P,"[(38, 61), (107, 60), (107, 87), (38, 88)]"
88,1282,4612,75,05C,"[(46, 102), (102, 101), (102, 128), (46, 129)]"
89,3898,2582,75,SZSL,"[(38, 14), (113, 14), (113, 42), (38, 42)]"
89,3898,2582,75,298P,"[(40, 60), (111, 60), (111, 86), (40, 86)]"
89,3898,2582,75,04,"[(59, 101), (94, 101), (94, 127), (59, 127)]"
90,3508,2582,75,SZSL,"[(38, 15), (113, 15), (113, 43), (38, 43)]"
90,3508,2582,75,298P,"[(41, 60), (110, 60), (110, 87), (41, 87)]"
90,3508,2582,75,90,"[(61, 138), (62, 76), (91, 76), (90, 138)]"
90,3508,2582,75,05,"[(58, 101), (95, 101), (95, 127), (58, 127)]"
91,3702,2582,75,SZSH,"[(36, 14), (116, 13), (116, 41), (36, 42)]"
91,3702,2582,75,298P,"[(41, 59), (111, 59), (111, 86), (41, 86)]"
91,3702,2582,75,04,"[(60, 101), (95, 101), (95, 126), (60, 126)]"
92,5996,964,75,ZI,"[(62, 24), (88, 24), (88, 51), (62, 51)]"
92,5996,964,75,298P,"[(38, 70), (109, 71), (109, 99), (38, 98)]"
92,5996,964,75,01,"[(56, 108), (88, 108), (88, 135), (56, 135)]"
93,3312,2582,74,SZSH,"[(36, 14), (115, 14), (115, 41), (36, 41)]"
93,3312,2582,74,298P,"[(40, 60), (111, 60), (111, 86), (40, 86)]"
93,3312,2582,74,05,"[(59, 100), (95, 100), (95, 126), (59, 126)]"
93,3312,2582,74,50,"[(61, 88), (88, 88), (88, 143), (61, 143)]"
94,2920,1738,75,XTGD,"[(31, 14), (118, 14), (118, 41), (31, 41)]"
94,2920,1738,75,298P,"[(40, 59), (111, 59), (111, 85), (40, 85)]"
94,2920,1738,75,'01,"[(4, 98), (43, 98), (43, 126), (4, 126)]"
94,2920,1738,75,TO,"[(55, 98), (97, 98), (97, 126), (55, 126)]"
94,2920,1738,75,09,"[(106, 98), (139, 98), (139, 126), (106, 126)]"
94,2920,1738,75,',"[(142, 98), (149, 98), (149, 126), (142, 126)]"
95,2166,1748,75,XGD,"[(43, 12), (110, 14), (109, 42), (42, 40)]"
95,2166,1748,75,298P,"[(40, 59), (112, 59), (112, 85), (40, 85)]"
95,2166,1748,75,'01,"[(5, 99), (42, 99), (42, 127), (5, 127)]"
95,2166,1748,75,TO,"[(56, 99), (98, 99), (98, 127), (56, 127)]"
95,2166,1748,75,07,"[(106, 99), (140, 99), (140, 127), (106, 127)]"
95,2166,1748,75,',"[(143, 99), (149, 99), (149, 127), (143, 127)]"
96,2690,1740,76,HSD,"[(44, 13), (108, 13), (108, 40), (44, 40)]"
96,2690,1740,76,298P,"[(39, 59), (111, 58), (111, 85), (39, 86)]"
96,2690,1740,76,'01,"[(3, 97), (40, 97), (40, 126), (3, 126)]"
96,2690,1740,76,TO,"[(53, 97), (94, 97), (94, 125), (53, 125)]"
96,2690,1740,76,06,"[(104, 97), (137, 97), (137, 125), (104, 125)]"
96,2690,1740,76,',"[(142, 97), (148, 97), (148, 125), (142, 125)]"
97,2434,1748,76,XFD,"[(48, 14), (110, 15), (110, 42), (48, 41)]"
97,2434,1748,76,298P,"[(42, 59), (117, 59), (117, 83), (42, 83)]"
97,2434,1748,76,'01,"[(6, 98), (45, 98), (45, 127), (6, 127)]"
97,2434,1748,76,TO,"[(57, 98), (100, 98), (100, 127), (57, 127)]"
97,2434,1748,76,05,"[(109, 98), (143, 98), (143, 127), (109, 127)]"
97,2434,1748,76,',"[(147, 98), (151, 98), (151, 127), (147, 127)]"
