Circle_ID,Circle_X,Circle_Y,Circle_Radius,Text,BoundingBox
25,9434,3580,73,6075,"[(35, 89), (112, 89), (112, 118), (35, 118)]"
26,4394,1284,76,XZSC,"[(30, 30), (120, 30), (120, 60), (30, 60)]"
26,4394,1284,76,9008,"[(38, 93), (113, 92), (113, 120), (38, 121)]"
27,4726,4682,76,PT,"[(55, 30), (101, 30), (101, 57), (55, 57)]"
27,4726,4682,76,3731,"[(22, 92), (92, 92), (92, 122), (22, 122)]"
27,4726,4682,76,C,"[(107, 92), (132, 92), (132, 122), (107, 122)]"
28,8700,1990,74,XHS,"[(39, 26), (109, 26), (109, 57), (39, 57)]"
28,8700,1990,74,9711,"[(36, 89), (107, 89), (107, 117), (36, 117)]"
29,6260,5688,74,ST,"[(52, 26), (95, 26), (95, 54), (52, 54)]"
29,6260,5688,74,7775,"[(20, 90), (95, 90), (95, 120), (20, 120)]"
29,6260,5688,74,A,"[(103, 90), (131, 90), (131, 120), (103, 120)]"
30,3046,1354,76,XHSC,"[(28, 29), (124, 29), (124, 59), (28, 59)]"
30,3046,1354,76,9008,"[(24, 91), (97, 91), (97, 123), (24, 123)]"
30,3046,1354,76,A,"[(108, 91), (133, 91), (133, 123), (108, 123)]"
31,6392,3906,74,TT,"[(53, 27), (97, 28), (97, 57), (53, 56)]"
31,6392,3906,74,5740,"[(20, 90), (95, 90), (95, 121), (20, 121)]"
31,6392,3906,74,B,"[(108, 90), (129, 90), (129, 121), (108, 121)]"
33,5180,4180,73,TG,"[(50, 26), (95, 26), (95, 55), (50, 55)]"
33,5180,4180,73,6027,"[(34, 89), (110, 89), (110, 118), (34, 118)]"
34,9600,2140,74,XHS,"[(38, 27), (109, 27), (109, 57), (38, 57)]"
34,9600,2140,74,9711,"[(17, 89), (91, 89), (91, 119), (17, 119)]"
34,9600,2140,74,C,"[(103, 89), (129, 89), (129, 119), (103, 119)]"
35,9000,1990,74,XHS,"[(38, 27), (109, 27), (109, 57), (38, 57)]"
35,9000,1990,74,9711,"[(20, 88), (90, 88), (90, 119), (20, 119)]"
35,9000,1990,74,B,"[(105, 88), (126, 88), (126, 118), (105, 118)]"
36,7808,4164,76,TG,"[(51, 31), (96, 31), (96, 60), (51, 60)]"
36,7808,4164,76,6799,"[(36, 93), (109, 92), (109, 121), (36, 122)]"
37,3248,3542,75,PT,"[(51, 29), (100, 29), (100, 57), (51, 57)]"
37,3248,3542,75,3070,"[(35, 92), (111, 92), (111, 120), (35, 120)]"
38,8888,2484,76,HS,"[(54, 30), (97, 30), (97, 58), (54, 58)]"
38,8888,2484,76,7713,"[(36, 93), (111, 92), (111, 121), (36, 122)]"
39,6450,5688,73,ST,"[(50, 25), (95, 25), (95, 55), (50, 55)]"
39,6450,5688,73,7775,"[(18, 88), (93, 87), (93, 118), (18, 119)]"
39,6450,5688,73,B,"[(106, 88), (127, 88), (127, 118), (106, 118)]"
40,2862,1354,76,XHSO,"[(26, 29), (122, 29), (122, 60), (26, 60)]"
40,2862,1354,76,9008,"[(22, 91), (97, 91), (97, 122), (22, 122)]"
40,2862,1354,76,B,"[(108, 91), (130, 91), (130, 122), (108, 122)]"
41,4942,3554,76,TG,"[(54, 31), (99, 31), (99, 58), (54, 58)]"
41,4942,3554,76,6711,"[(39, 91), (110, 92), (110, 122), (39, 121)]"
42,5062,2920,76,FZT,"[(47, 30), (111, 30), (111, 58), (47, 58)]"
42,5062,2920,76,1730,"[(39, 93), (113, 93), (113, 121), (39, 121)]"
43,5958,3296,73,FIT,"[(53, 27), (94, 27), (94, 56), (53, 56)]"
43,5958,3296,73,1730,"[(21, 89), (93, 89), (93, 120), (21, 120)]"
43,5958,3296,73,A,"[(103, 89), (129, 89), (129, 120), (103, 120)]"
44,6138,3286,73,FT,"[(52, 26), (96, 25), (97, 56), (53, 57)]"
44,6138,3286,73,1730,"[(21, 89), (92, 88), (92, 119), (21, 120)]"
44,6138,3286,73,B,"[(106, 89), (126, 89), (126, 119), (106, 119)]"
45,6334,4740,76,PT,"[(55, 29), (100, 29), (100, 56), (55, 56)]"
45,6334,4740,76,3730,"[(23, 89), (95, 90), (95, 121), (23, 120)]"
45,6334,4740,76,C,"[(107, 91), (130, 91), (130, 121), (107, 121)]"
46,9532,3710,74,TE,"[(53, 28), (94, 29), (93, 59), (52, 58)]"
46,9532,3710,74,5106,"[(35, 91), (110, 91), (110, 120), (35, 120)]"
47,2054,782,74,PZA,"[(44, 29), (109, 29), (109, 57), (44, 57)]"
47,2054,782,74,3060,"[(38, 91), (111, 91), (111, 118), (38, 118)]"
48,5894,1686,74,HS,"[(52, 29), (97, 29), (97, 58), (52, 58)]"
48,5894,1686,74,9021,"[(37, 91), (109, 92), (109, 121), (37, 120)]"
49,2564,3948,75,PT,"[(54, 29), (99, 29), (99, 56), (54, 56)]"
49,2564,3948,75,3201,"[(39, 89), (109, 90), (109, 119), (39, 118)]"
50,3840,3048,75,PDG,"[(39, 29), (111, 29), (111, 57), (39, 57)]"
50,3840,3048,75,4049,"[(35, 91), (110, 91), (110, 118), (35, 118)]"
51,5978,3936,74,TG,"[(46, 20), (101, 23), (99, 59), (44, 56)]"
51,5978,3936,74,6028,"[(35, 91), (111, 91), (111, 120), (35, 120)]"
52,5672,544,74,HZLC,"[(32, 25), (116, 27), (115, 57), (31, 55)]"
52,5672,544,74,7099,"[(36, 91), (111, 91), (111, 119), (36, 119)]"
53,6602,3508,73,TI,"[(57, 26), (87, 26), (87, 56), (57, 56)]"
53,6602,3508,73,5740,"[(35, 87), (109, 88), (109, 117), (35, 116)]"
54,4124,2358,75,HIC,"[(47, 28), (104, 29), (104, 58), (47, 57)]"
54,4124,2358,75,7098,"[(38, 90), (111, 90), (111, 119), (38, 119)]"
55,6014,3664,75,TG,"[(53, 27), (97, 28), (97, 57), (53, 56)]"
55,6014,3664,75,6710,"[(38, 89), (115, 89), (115, 118), (38, 118)]"
56,5796,6130,74,SI,"[(60, 27), (91, 27), (91, 56), (60, 56)]"
56,5796,6130,74,7775,"[(35, 91), (110, 91), (110, 118), (35, 118)]"
57,7956,1420,74,TI,"[(59, 26), (88, 26), (88, 58), (59, 58)]"
57,7956,1420,74,5741,"[(37, 91), (108, 91), (108, 118), (37, 118)]"
58,6060,5880,76,ST,"[(53, 27), (96, 27), (96, 57), (53, 57)]"
58,6060,5880,76,7775,"[(22, 92), (95, 92), (95, 121), (22, 121)]"
58,6060,5880,76,E,"[(107, 92), (129, 92), (129, 121), (107, 121)]"
59,3878,3592,75,TE,"[(52, 29), (95, 29), (95, 58), (52, 58)]"
59,3878,3592,75,5109,"[(35, 90), (109, 90), (109, 119), (35, 119)]"
60,4074,1802,75,XZSO,"[(26, 28), (119, 29), (119, 59), (26, 58)]"
60,4074,1802,75,9008,"[(35, 91), (109, 92), (109, 121), (35, 120)]"
61,5168,3594,76,TE,"[(53, 31), (95, 31), (95, 60), (53, 60)]"
61,5168,3594,76,5741,"[(7, 93), (78, 93), (78, 123), (7, 123)]"
61,5168,3594,76,A,"[(90, 93), (115, 93), (115, 123), (90, 123)]"
61,5168,3594,76,/,"[(104, 93), (122, 93), (122, 123), (104, 123)]"
61,5168,3594,76,B,"[(123, 93), (145, 93), (145, 123), (123, 123)]"
